0 100 60
1 99 62
2 100 61
3 97 63
4 97 64
5 97 65
6 96 67
7 93 69
8 94 70
9 92 73
10 92 73
11 90 75
12 90 74
13 86 77
14 84 78
15 84 79
16 84 79
17 82 79
18 81 81
19 79 81
20 77 82
21 76 81
22 73 84
23 73 83
24 74 81
25 73 84
26 70 85
27 69 82
28 69 83
29 70 82
30 66 83
31 67 82
32 67 82
33 64 82
34 63 81
35 64 82
36 64 82
37 61 84
38 58 84
39 57 83
40 56 81
41 57 81
42 56 80
43 58 81
44 58 80
45 57 78
46 59 76
47 59 77
48 58 76
49 58 77
50 58 77
51 58 78
52 58 78
53 57 79
54 57 78
55 56 77
56 58 76
57 59 75
58 58 74
59 58 72
60 59 72
61 60 71
62 58 70
63 60 69
64 59 70
65 61 70
66 62 68
67 64 67
68 65 67
69 67 68
70 67 69
71 68 68
72 69 69
73 69 68
74 68 68
75 69 69
76 69 69
77 69 68
78 69 68
79 69 68
80 69 68
81 67 71
82 67 71
83 67 71
84 68 71
85 71 71
86 71 73
87 69 71
88 70 68
89 68 67
90 68 67
91 69 67
92 70 67
93 72 67
94 70 67
95 70 68
96 68 68
97 69 68
98 69 67
99 69 67
100 67 68
101 68 65
102 68 65
103 69 67
104 69 66
105 66 66
106 66 67
107 68 68
108 68 68
109 67 66
110 68 67
111 68 66
112 71 66
113 70 66
114 70 66
115 70 66
116 67 67
117 65 63
118 64 63
119 64 63
120 63 63
121 63 64
122 63 62
123 64 62
124 64 62
125 62 63
126 63 62
127 63 62
128 63 61
129 62 61
130 61 63
131 60 62
132 60 62
133 59 62
134 59 63
135 57 64
136 56 62
137 59 61
138 59 62
139 60 61
140 60 62
141 60 62
142 58 63
143 58 62
144 57 62
145 57 63
146 59 61
147 60 59
148 60 59
149 60 59
150 60 59
151 60 59
152 59 58
153 59 56
154 59 57
155 59 56
156 59 56
157 58 55
158 59 55
159 59 54
160 58 54
161 58 53
162 58 52
163 58 51
164 59 51
165 60 51
166 62 50
167 63 50
168 64 50
169 65 48
170 65 48
171 64 48
172 62 48
173 61 48
174 62 48
175 62 47
176 61 47
177 60 47
178 57 47
179 57 46
180 56 44
181 56 43
182 56 44
183 56 45
184 54 44
185 55 44
186 56 43
187 57 43
188 58 43
189 58 43
190 59 43
191 59 42
192 58 42
193 60 42
194 60 42
195 60 41
196 61 41
197 61 41
198 59 42
199 61 42
200 59 43
201 60 44
202 60 44
203 62 43
204 63 43
205 62 43
206 62 44
207 63 43
208 65 43
209 63 44
210 61 43
211 61 43
212 62 43
213 62 43
214 62 43
215 62 43
216 61 42
217 61 40
218 60 40
219 61 40
220 61 39
221 61 39
222 62 39
223 61 39
224 60 36
225 61 35
226 59 36
227 60 35
228 61 35
229 60 35
230 60 36
231 62 35
232 63 34
233 62 34
234 61 35
235 61 35
236 61 35
237 60 34
238 59 35
239 61 37
240 60 37
241 60 37
242 59 38
243 60 38
244 59 38
245 58 39
246 58 39
247 58 39
248 58 39
249 58 39
250 58 39
251 58 39
252 59 39
253 57 39
254 57 39
255 58 39
256 60 39
257 59 40
258 59 39
259 59 39
260 59 39
261 61 39
262 62 39
263 61 39
264 62 39
265 63 39
266 62 39
267 62 38
268 63 37
269 63 37
270 62 38
271 61 38
272 60 39
273 60 37
274 59 38
275 59 38
276 58 39
277 59 38
278 60 38
279 58 39
280 57 39
281 58 37
282 59 37
283 61 37
284 61 37
285 60 37
286 60 37
287 60 38
288 60 39
289 61 39
290 64 39
291 65 39
292 63 39
293 60 39
294 61 40
295 61 39
296 62 39
297 60 39
298 60 40
299 59 39
300 60 39
301 61 39
302 61 39
303 61 39
304 60 40
305 62 40
306 61 39
307 62 38
308 62 38
309 63 38
310 62 40
311 61 41
312 58 42
313 57 43
314 57 42
315 56 43
316 54 44
317 51 45
318 50 48
319 48 48
320 47 48
321 47 46
322 46 44
323 46 43
324 48 43
325 48 44
326 51 44
327 50 44
328 50 44
329 50 44
330 51 44
331 53 43
332 53 43
333 51 44
334 51 45
335 53 45
336 52 45
337 52 45
338 52 42
339 53 42
340 52 43
341 52 43
342 51 43
343 51 41
344 50 42
345 47 41
346 46 41
347 46 41
348 45 41
349 45 41
350 46 41
351 47 41
352 48 41
353 48 41
354 48 41
355 46 44
356 46 44
357 47 43
358 45 43
359 46 43
360 46 43
361 44 46
362 45 44
363 45 44
364 45 43
365 45 43
366 45 43
367 45 43
368 45 43
369 45 43
370 46 43
371 46 43
372 45 43
373 44 42
374 43 41
375 44 40
376 45 40
377 45 41
378 44 41
379 43 42
380 45 42
381 45 42
382 45 43
383 44 40
384 44 40
385 42 41
386 42 42
387 42 41
388 43 40
389 43 40
390 44 41
391 43 41
392 43 41
393 43 41
394 42 41
395 41 41
396 40 41
397 40 41
398 39 42
399 37 42
400 38 42
401 37 41
402 37 41
403 37 41
404 36 41
405 36 41
406 36 40
407 37 40
408 37 40
409 37 40
410 38 40
411 38 39
412 39 39
413 41 39
414 41 41
415 40 42
416 41 42
417 40 42
418 42 42
419 42 41
420 42 40
421 41 40
422 40 40
423 40 40
424 41 41
425 41 42
426 41 42
427 41 41
428 41 40
429 42 40
430 41 39
431 41 39
432 39 38
433 40 37
434 39 38
435 40 37
436 40 37
437 40 36
438 41 36
439 42 36
440 42 36
441 42 36
442 42 35
443 42 35
444 43 35
445 44 35
446 42 35
447 43 35
448 43 35
449 42 36
450 43 36
451 43 36
452 44 37
453 46 34
454 48 33
455 48 32
456 48 32
457 47 32
458 48 32
459 48 30
460 47 29
461 47 28
462 46 28
463 46 27
464 46 27
465 48 26
466 48 26
467 47 26
468 47 26
469 47 26
470 47 26
471 50 26
472 50 26
473 50 26
474 51 26
475 51 25
476 52 25
477 52 25
478 53 25
479 54 25
480 54 25
481 54 25
482 54 25
483 55 26
484 55 26
485 56 26
486 56 26
487 56 26
488 56 25
489 56 24
490 55 25
491 56 26
492 56 25
493 56 24
494 56 24
495 56 24
496 56 22
497 57 21
498 57 22
499 58 22
500 58 22
501 58 22
502 57 22
503 59 23
504 60 24
505 59 24
506 60 24
507 60 23
508 61 23
509 60 23
510 60 24
511 60 24
512 60 23
513 60 23
514 60 23
515 59 22
516 59 23
517 60 23
518 60 21
519 62 21
520 63 21
521 64 21
522 64 21
523 64 21
524 65 21
525 65 21
526 65 19
527 65 19
528 68 19
529 69 19
530 69 18
531 69 18
532 70 18
533 71 18
534 70 18
535 71 18
536 70 18
537 72 19
538 72 18
539 72 18
540 72 18
541 72 17
542 75 17
543 75 17
544 76 17
545 75 17
546 75 17
547 76 17
548 76 18
549 77 18
550 76 17
551 76 17
552 76 17
553 77 17
554 77 17
555 78 17
556 78 17
557 78 19
558 80 18
559 79 18
560 80 18
561 80 18
562 80 18
563 79 18
564 80 18
565 82 18
566 82 18
567 83 18
568 84 18
569 83 18
570 84 19
571 85 20
572 85 20
573 88 20
574 89 20
575 88 21
576 88 21
577 89 21
578 91 21
579 91 21
580 92 19
581 94 19
582 95 19
583 97 18
584 97 19
585 97 19
586 99 19
587 98 19
588 97 19
589 97 19
590 99 19
591 100 19
592 100 20
593 100 20
594 99 21
595 99 20
596 99 20
597 101 20
598 101 19
599 101 18
600 102 18
601 102 18
602 101 17
603 103 18
604 103 18
605 104 18
606 104 18
607 104 18
608 104 17
609 102 17
610 101 16
611 100 17
612 100 17
613 102 16
614 101 17
615 100 19
616 101 19
617 104 19
618 105 19
619 108 19
620 111 19
621 111 19
622 111 20
623 110 22
624 110 22
625 109 23
626 110 25
627 107 26
628 108 27
629 107 28
630 108 27
631 107 27
632 107 29
633 106 29
634 106 29
635 105 30
636 105 32
